h,"0,4","0,5","0,6","0,7","0,8","0,9",1,"1,1","1,2","1,3","1,4","1,5","1,6","1,7","1,8"
"0,5","$10,11","$11,12","$12,14","$13,15","$14,17","$15,19","$16,20","$17,21","$18,24","$19,24","$20,27","$21,14","$22,05","$23,00","$23,99"
"0,6","$10,40","$11,41","$12,44","$13,45","$14,46","$15,49","$16,51","$17,52","$18,54","$19,56","$20,57","$21,46","$22,38","$23,34","$24,35"
"0,7","$10,70","$11,72","$12,74","$13,76","$14,79","$15,79","$16,81","$17,82","$18,86","$19,85","$20,87","$21,77","$22,70","$23,68","$24,70"
"0,8","$11,01","$12,02","$13,04","$14,08","$15,08","$16,09","$17,11","$18,14","$19,13","$20,16","$21,18","$22,09","$23,04","$24,03","$25,06"
"0,9","$11,31","$12,33","$13,35","$14,36","$15,38","$16,38","$17,42","$18,43","$19,44","$20,47","$21,48","$22,41","$23,37","$24,38","$25,42"
1,"$11,62","$12,62","$13,64","$14,66","$15,68","$16,70","$17,70","$18,73","$19,76","$20,77","$21,78","$22,72","$23,69","$24,71","$25,77"
"1,1","$12,15","$13,20","$14,22","$15,26","$16,32","$17,33","$18,01","$19,05","$20,05","$21,06","$22,09","$23,04","$24,03","$25,06","$26,14"
"1,2","$12,47","$13,77","$14,82","$15,88","$16,61","$17,67","$18,33","$19,34","$20,36","$21,38","$22,40","$23,36","$24,37","$25,42","$26,51"
"1,3","$13,01","$14,23","$15,29","$16,34","$17,27","$17,96","$18,62","$19,65","$20,66","$21,68","$22,71","$23,68","$24,70","$25,76","$26,87"
"1,4","$13,35","$14,52","$15,59","$16,68","$17,56","$18,62","$18,94","$19,95","$20,96","$21,98","$23,00","$23,99","$25,02","$26,10","$27,22"
"1,5","$13,64","$14,85","$15,92","$16,98","$17,87","$18,95","$19,23","$20,25","$21,27","$22,28","$23,31","$24,31","$25,36","$26,45","$27,59"
"1,6","$13,77","$15,03","$16,08","$17,15","$18,20","$18,98","$19,55","$20,55","$21,57","$22,60","$23,62","$24,63","$25,69","$26,80","$27,95"
"1,7","$14,01","$15,34","$16,40","$17,46","$18,24","$19,22","$19,85","$20,86","$21,88","$22,90","$23,91","$24,94","$26,01","$27,13","$28,30"
"1,8","$14,31","$15,44","$16,47","$17,52","$18,49","$19,50","$20,14","$21,17","$22,17","$23,19","$24,22","$25,26","$26,35","$27,48","$28,66"
"1,9","$14,62","$15,67","$16,69","$17,72","$18,78","$19,80","$20,45","$21,48","$22,46","$23,52","$24,54","$25,60","$26,70","$27,85","$29,04"
2,"$14,92","$15,99","$16,98","$18,05","$19,11","$20,12","$20,74","$21,78","$22,75","$23,82","$24,85","$25,92","$27,03","$28,19","$29,41"
"2,1","$15,25","$16,34","$17,36","$18,44","$19,53","$20,56","$21,19","$22,26","$23,25","$24,35","$25,40","$26,49","$27,63","$28,81","$30,05"
"2,2","$15,59","$16,70","$17,74","$18,85","$19,96","$21,01","$21,66","$22,75","$23,76","$24,88","$25,95","$27,07","$28,23","$29,45","$30,71"
"2,3","$15,93","$17,07","$18,13","$19,26","$20,40","$21,47","$22,13","$23,25","$24,29","$25,43","$26,53","$27,67","$28,86","$30,10","$31,39"
"2,4","$16,28","$17,45","$18,53","$19,69","$20,84","$21,94","$22,62","$23,76","$24,82","$25,99","$27,11","$28,27","$29,49","$30,76","$32,08"
